name,address,postal
HEALING HUB @ ANG MO KIO - THYE HUA KWAN HOSPITAL,"17 ANG MO KIO AVE 9, #1-0, Singapore 569766",569766
JOHNS HOPKINS SINGAPORE INTERNATIONAL MEDICAL CENTRE PTE LTD,"11 JALAN TAN TOCK SENG, #1-0, Singapore 308433",308433
JURONG COMMUNITY HOSPITAL PHARMACY,"1 JURONG EAST STREET 21, #1-0, Singapore 609606",609606
JURONG MEDICAL CENTRE PHARMACY,"60 JURONG WEST CENTRAL 3, #1-8, Singapore 648346",648346
KHOO TECK PUAT HOSPITAL PHARMACY,"90 YISHUN CENTRAL, #1-0, Singapore 768828",768828
KK EMERGENCY PHARMACY,"100 BUKIT TIMAH ROAD, #B1-OV92A, Singapore 229899",229899
KK OUTPATIENT PHARMACY,"100 BUKIT TIMAH ROAD, #1-1R20A, Singapore 229899",229899
MANAPHARMA,"356 HOUGANG AVENUE 7, #1-799, Singapore 530356",530356
MEDI-LINK PHARMACY,"803 KING GEORGE'S AVENUE, #2-182, Singapore 200803",200803
MOHAMED MUSTAFA & SAMSUDDIN CO PTE LTD (MUSTAFA CENTRE),145 SYED ALWI RD Singapore 207704,207704
MOUNT ALVERNIA HOSPITAL (MAIN PHARMACY),"820 THOMSON ROAD, #2-29, Singapore 574623",574623
MOUNT ELIZABETH HOSPITAL,"3 MOUNT ELIZABETH, #2-0, Singapore 228510",228510
MOUNT ELIZABETH NOVENA HOSPITAL PHARMACY,"38 IRRAWADDY ROAD, #4-0, Singapore 329563",329563
MT ALVERNIA HOSPITAL RETAIL PHARMACY,"820 THOMSON ROAD, #1-0, Singapore 574623",574623
MUSTAFA PHARMACY,"171 SYED ALWI ROAD, #1-0, Singapore 207713",207713
NATIONAL ADDICTION MANAGEMENT SERVICES (NAMS) CLINIC PHARMACY,"10 BUANGKOK VIEW, #B1-BLK 9, Singapore 539747",539747
NATIONAL CANCER CENTRE PHARMACY (LEVEL 1),11 HOSPITAL DR Singapore 169610,169610
NATIONAL CANCER CENTRE PHARMACY (LEVEL 3),11 HOSPITAL DR Singapore 169610,169610
NATIONAL HEALTHCARE GROUP PHARMACY (ANG MO KIO),"21 ANG MO KIO CENTRAL 2, #2-0, Singapore 569666",569666
NATIONAL HEALTHCARE GROUP PHARMACY (BUKIT BATOK),50 BUKIT BATOK WEST AVE 3 Singapore 659164,659164
NATIONAL HEALTHCARE GROUP PHARMACY (CLEMENTI),"451 CLEMENTI AVENUE 3, #2-307, Singapore 120451",120451
NATIONAL HEALTHCARE GROUP PHARMACY (GEYLANG),"21 GEYLANG EAST CENTRAL, #2-0, Singapore 389707",389707
NATIONAL HEALTHCARE GROUP PHARMACY (HOUGANG),89 HOUGANG AVE 4 Singapore 538829,538829
NATIONAL HEALTHCARE GROUP PHARMACY (JURONG),190 JURONG EAST AVE 1 Singapore 609788,609788
NATIONAL HEALTHCARE GROUP PHARMACY (PIONEER),"26 JURONG WEST STREET 61, #2-0, Singapore 648201",648201
NATIONAL HEALTHCARE GROUP PHARMACY (QUEENSTOWN),"580 STIRLING ROAD, #2-0, Singapore 148958",148958
NATIONAL HEALTHCARE GROUP PHARMACY (TOA PAYOH),2003 LORONG 8 TOA PAYOH Singapore 319260,319260
NATIONAL HEALTHCARE GROUP PHARMACY (WOODLANDS),"10 WOODLANDS STREET 31, #1-0, Singapore 738579",738579
NATIONAL HEALTHCARE GROUP PHARMACY (YISHUN),"2 YISHUN AVENUE 9, #2-0, Singapore 768898",768898
NATIONAL HEART CENTRE SINGAPORE,"5 HOSPITAL DRIVE, #2-0, Singapore 169609",169609
NATIONAL SKIN CENTRE (S) PTE LTD (PHARMACY),1 MANDALAY RD Singapore 308205,308205
NATIONAL UNIVERSITY HOSITAL - KENT RIDGE WING PHARMACY,5 LOWER KENT RIDGE ROAD Singapore 119074,119074
NATIONAL UNIVERSITY HOSPITAL (S) PTE LTD (PHARMACY @ NCIS),"1 LOWER KENT RIDGE ROAD, #9-0, Singapore 119082",119082
NATIONAL UNIVERSITY HOSPITAL (S) PTE LTD (RETAIL PHARMACY),"5 LOWER KENT RIDGE ROAD, #1-0, Singapore 119074",119074
NATIONAL UNIVERSITY HOSPITAL(S) PTE LTD (MEDICAL CENTRE PHARMACY),"1 LOWER KENT RIDGE ROAD, #3-0, Singapore 119082",119082
NG TENG FONG GENERAL HOSPITAL OUTPATIENT & RETAIL PHARMACY,"1 JURONG EAST STREET 21, #L2-0, Singapore 609606",609606
NHG PHARMACY (CCK POLYCLINIC),2 TECK WHYE CRESCENT Singapore 688846,688846
NHG PHARMACY (YISHUN),"30A YISHUN CENTRAL 1, #1-0, Singapore 768796",768796
NISHINO PHARMACY (SHAW HOUSE),"350 ORCHARD ROAD, #B1-0, Singapore 238868",238868
NISHINO PHARMACY (TAKASHIMAYA),"391A ORCHARD ROAD, #B2-17, Singapore 238873",238873
NTUC HEALTHCARE (BTP),"1 JALAN ANAK BUKIT, #B1-1, Singapore 588996",588996
NTUC HEALTHCARE - THE LIVING PHARMACY (TSP),"301 UPPER THOMSON ROAD, #1-102, Singapore 574408",574408
P & L PHARMACY PTE LTD,"19 TANGLIN ROAD, #1-40, Singapore 247909",247909
PACIFIC PHARMACY PTE LTD,"68 JALAN JURONG KECHIL, #1-37, Singapore 596180",596180
PARKWAY EAST HOSPITAL PHARMACY,321 JOO CHIAT PLACE Singapore 427990,427990
PHARMACY @ CGH MEDICAL CENTRE,"2A SIMEI STREET 3, #1-0, Singapore 529906",529906
PHARMACY A CHANGI GENERAL HOSPITAL,"2 SIMEI STREET 3, #1-0, Singapore 529889",529889
PHARMACY SERVICES CENTRE NHG (BLK 9),"10 BUANGKOK VIEW, #1-0, Singapore 539747",539747
PHARMACY@IB CGH (THE INTEGRATED BUILDING),"2 SIMEI STREET 3, #J1-1, Singapore 529889",529889
PRINCETON PHARMACY (S) PTE LTD,"1 CLEMENTI LOOP, #5-2, Singapore 129808",129808
R & D PHARMACEUTICAL PTE LTD,"265 SERANGOON CENTRAL DRIVE, #1-267, Singapore 550265",550265
RAFFLES HEALTH HOLLAND V,"118 HOLLAND AVENUE, #2-4, Singapore 278997",278997
SENGKANG PHARMACY (MAIN BUILDING BLK1),"378 ALEXANDRA ROAD, #1-0, Singapore 159964",159964
SGH RETAIL PHARMACY (BLK 4),"1 HOSPITAL DRIVE, #1-0, Singapore 169608",169608
SINGAPORE GENERAL HOSPITAL PHARMACY,"8 OUTRAM RD, #2-0, Singapore 169608",169608
SINGAPORE NATIONAL EYE CENTRE PTE LTD,11 THIRD HOSPITAL AVE Singapore 168751,168751
SINGHEALTH POLY - BEDOK,"11 BEDOK NORTH STREET 1, #2-1, Singapore 469662",469662
SINGHEALTH POLY - BUKIT MERAH,"163 BUKIT MERAH CENTRAL, #4-3565 & 3575, Singapore 150163",150163
SINGHEALTH POLY - MARINE PARADE,"80 MARINE PARADE CENTRAL, #1-792, Singapore 440080",440080
SINGHEALTH POLY - PASIR RIS,"1 PASIR RIS DRIVE 4, #1-11, Singapore 519457",519457
SINGHEALTH POLY - PUNGGOL,"681 PUNGGOL DRIVE, #3-1, Singapore 820681",820681
SINGHEALTH POLY - SENGKANG,"2 SENGKANG SQUARE, #1-6, Singapore 545025",545025
SINGHEALTH POLY - TAMPINES,"1 TAMPINES STREET 41, #1-0, Singapore 529203",529203
SINGHEALTH POLY-OUTRAM,"3 SECOND HOSPITAL AVENUE, #2-0, Singapore 168937",168937
SMITH PHARMACY PTE LTD,"194 KIM KEAT AVENUE, #1-416, Singapore 310194",310194
SPECIALIST COMPOUNDING PHARMACY PTE LTD,"20 BIOPOLIS WAY, #1-5, Singapore 138668",138668
ST ANDREW'S COMMUNITY HOSPITAL PHARMACY,"8 SIMEI STREET 3, #1-0, Singapore 529895",529895
ST LUKE'S HOSPITAL BLOCK A,"2 BUKIT BATOK STREET 11, #1-0, Singapore 659674",659674
SUMANG FAMILY PHARMACY,"218 SUMANG WALK, #1-6, Singapore 820218",820218
TAN TOCK SENG HOSPITAL (OUTPATIENT & RETAIL PHARMACY),"11 JALAN TAN TOCK SENG, #B2-0, Singapore 308433",308433
TAN TOCK SENG HOSPITAL (PHARMACY LEVEL 2),"11 JALAN TAN TOCK SENG, #2-0, Singapore 308433",308433
TAN TOCK SENG HOSPITAL PTE LTD (EMERGENCY PHARMACY),"11 JALAN TAN TOCK SENG, #B1-0, Singapore 308433",308433
THE DENTAL PHARM,"5 SECOND HOSPITAL AVENUE, #2-0, Singapore 168938",168938
THE JAPANESE ASSOCIATION CLINIC SINGAPORE,120 ADAM ROAD JAPANESE CLUB Singapore 289899,289899
THOMSON MEDICAL CENTRE,339 THOMSON ROAD THOMSON MEDICAL CENTRE Singapore 307677,307677
TTSH (CDC PHARMACY - BLK 810 MOULMEIN ROAD),"11 JALAN TAN TOCK SENG, #1-0, Singapore 308433",308433
UNITY (HBF),"1 MARITIME SQUARE, #2-118, Singapore 099253",099253
UNITY (HLC),"90 HOUGANG AVENUE 10, #B1-35/36, Singapore 538766",538766
UNITY (HLM) HILLION MALL,"17 PETIR ROAD, #B2-64/65, Singapore 678278",678278
UNITY (JEM),"50 JURONG GATEWAY ROAD, #B1-37, Singapore 608549",608549
UNITY (PSG),"68 ORCHARD ROAD, #B2-20A, Singapore 238839",238839
UNITY (TBR) TIONG BAHRU PLAZA,"302 TIONG BAHRU ROAD, #B1-117, Singapore 168732",168732
UNITY (TPO),"10 TAMPINES CENTRAL 1, #B1-11-Dec, Singapore 529536",529536
UNITY (YTP),"21 CHOA CHU KANG NORTH 6, #B1-8-Sep, Singapore 689578",689578
UNITY BY FAIRPRICE (BN(A)),"212 BEDOK NORTH STREET 1, #2-147, Singapore 460212",460212
UNITY BY FAIRPRICE (CIA3),"65 AIRPORT BOULEVARD, #B2-57, Singapore 819663",819663
UNITY BY FAIRPRICE (CLML),"3155 COMMONWEALTH AVENUE WEST, #B1-11, Singapore 129588",129588
UNITY BY FAIRPRICE (EPT),"3 SIMEI STREET 6, #5-1, Singapore 528833",528833
UNITY BY FAIRPRICE (HAMK),"53 ANG MO KIO AVENUE 3, #B2-21/25, Singapore 569933",569933
UNITY BY FAIRPRICE (HGLS),"90 HOUGANG AVENUE 10, #B1-35/36, Singapore 538766",538766
UNITY BY FAIRPRICE (HGPT),"1 HOUGANG STREET 91, #2-1, Singapore 538692",538692
UNITY BY FAIRPRICE (HNEX),"23 SERANGOON CENTRAL, #3-37/38, Singapore 556083",556083
UNITY BY FAIRPRICE (HSPH) SPORTS HUB,"1 STADIUM PLACE, #1-29, Singapore 397628",397628
UNITY BY FAIRPRICE (JPT),"1 JURONG WEST CENTRAL 2, #B1-9, Singapore 648886",648886
UNITY BY FAIRPRICE (LOT1),"21 CHOA CHU KANG AVENUE 4, #B1-4-May, Singapore 689812",689812
UNITY BY FAIRPRICE (MP),"6 MARINE PARADE CENTRAL, #1-0, Singapore 449411",449411
UNITY BY FAIRPRICE (OKM),"11 TANJONG KATONG ROAD, #B1-23/24, Singapore 437157",437157
UNITY BY FAIRPRICE (PGOL),"168 PUNGGOL FIELD, #3-1-Feb, Singapore 820168",820168
UNITY BY FAIRPRICE (PGWW),"83 PUNGGOL CENTRAL, #B2-26, Singapore 828761",828761
UNITY BY FAIRPRICE (PSG),"68 ORCHARD ROAD, #B2-20A, Singapore 238839",238839
UNITY BY FAIRPRICE (RVAL),"118 RIVERVALE DRIVE, #1-16, Singapore 540118",540118
UNITY BY FAIRPRICE (SPO),"10 EUNOS ROAD 8, #B1-122, Singapore 408600",408600
UNITY BY FAIRPRICE (TAML),"4 TAMPINES CENTRAL 5, #B1-12, Singapore 529510",529510
UNITY BY FAIRPRICE (TBRU),"302 TIONG BAHRU ROAD, #B1-117, Singapore 168732",168732
UNITY BY FAIRPRICE (TGP),"5 TANJONG PAGAR PLAZA, #1-1, Singapore 081005",081005
UNITY BY FAIRPRICE (THDB),"510 LORONG 6 TOA PAYOH, #B1-2, Singapore 319398",319398
UNITY BY FAIRPRICE (THPZ),"301 UPPER THOMSON ROAD, #1-102, Singapore 574408",574408
UNITY BY FAIRPRICE (TMA),"163 TANGLIN ROAD, #B1-13, Singapore 247933",247933
UNITY BY FAIRPRICE (TPO),"10 TAMPINES CENTRAL 1, #B1-11-Dec, Singapore 529536",529536
UNITY BY FAIRPRICE (UARC),"460 ALEXANDRA ROAD, #2-4/5/2006, Singapore 119963",119963
UNITY BY FAIRPRICE (UBMC),"166 BUKIT MERAH CENTRAL, #1-3531, Singapore 150166",150166
UNITY BY FAIRPRICE (UBPP),"1 JELEBU ROAD, #1-6, Singapore 677743",677743
UNITY BY FAIRPRICE (UBTPZ),"1 JALAN ANAK BUKIT, #B1-1, Singapore 588996",588996
UNITY BY FAIRPRICE (UGWC),"1 KIM SENG PROMENADE, #B1-14/15, Singapore 237994",237994
UNITY BY FAIRPRICE (UHBF),"1 MARITIME SQUARE, #2-118/119, Singapore 099253",099253
UNITY BY FAIRPRICE (UHJPT )HYPER JURONG POINT,"63 JURONG WEST CENTRAL 3, #3-1, Singapore 648331",648331
UNITY BY FAIRPRICE (UHLM),"17 PETIR ROAD, #B2-64/65, Singapore 678278",678278
UNITY BY FAIRPRICE (UJEM),"50 JURONG GATEWAY ROAD, #B1-37, Singapore 608549",608549
UNITY BY FAIRPRICE (UJX8),"9 BISHAN PLACE, #B1-16, Singapore 579837",579837
UNITY BY FAIRPRICE (UNPCT) NORTH POINT CITY,"1 NORTHPOINT DRIVE, #B2-103-107, Singapore 768019",768019
UNITY BY FAIRPRICE (USMA),"33 SENGKANG WEST AVENUE, #B2-16/17/18, Singapore 797653",797653
UNITY BY FAIRPRICE (UWSA),"1 PASIR RIS CENTRAL STREET 3, #B1-2, Singapore 518457",518457
UNITY BY FAIRPRICE (UYSH),"849 YISHUN RING ROAD, #1-3703, Singapore 760849",760849
UNITY BY FAIRPRICE (WGA),"3 GATEWAY DRIVE, #B1-21, Singapore 608532",608532
UNITY BY FAIRPRICE (YTP),"21 CHOA CHU KANG NORTH 6, #B1-8-Sep, Singapore 689578",689578
UNITY WATERWAY POINT (WWP),"83 PUNGGOL CENTRAL, #B2-26, Singapore 828761",828761
URBANRX COMPOUNDING PHARMACY PTE LTD,"304 ORCHARD ROAD, #5-38, Singapore 238863",238863
VERTEX PHARMACY PTE. LTD.,1112 SERANGOON ROAD Singapore 328201,328201
VIVAHEALTH PHARMACY,"34 JALAN BUKIT HO SWEE, #1-850, Singapore 160034",160034
WATSON'S PERSONAL CARE STORE PTE LTD (LUCKY PLAZA),"304 ORCHARD ROAD, #B1-26-30/39-42, Singapore 238863",238863
WATSON'S PERSONAL CARE STORES PTE LTD (BEDOK CENTRAL),"211 NEW UPPER CHANGI ROAD, #1-735/737, Singapore 460211",460211
WATSON'S PERSONAL CARE STORES PTE LTD (BEDOK MALL),"311 NEW UPPER CHANGI ROAD, #B2-Dec-13, Singapore 467360",467360
WATSON'S PERSONAL CARE STORES PTE LTD (BUGIS JUNCTION),"200 VICTORIA STREET, #2-27 TO 33/33A, Singapore 188021",188021
WATSON'S PERSONAL CARE STORES PTE LTD (BUKIT PANJANG PLAZA),"1 JELEBU ROAD, #1-30/31, Singapore 677743",677743
WATSON'S PERSONAL CARE STORES PTE LTD (CAUSEWAY POINT),"1 WOODLANDS SQUARE, #B1-14/15, Singapore 738099",738099
WATSON'S PERSONAL CARE STORES PTE LTD (CHANGI AIRPORT T3 BASEMENT),"65 AIRPORT BOULEVARD, #B2-24, Singapore 819663",819663
WATSON'S PERSONAL CARE STORES PTE LTD (CHANGI AIRPORT T3 CHECK IN HALL),"65 AIRPORT BOULEVARD, #2-95/96, Singapore 819663",819663
WATSON'S PERSONAL CARE STORES PTE LTD (CHANGI AIRPORT T4 CHECK IN HALL),"10 AIRPORT BOULEVARD, #2-7, Singapore 819665",819665
WATSON'S PERSONAL CARE STORES PTE LTD (CHANGI AIRPORT TERMINAL 3 TRANSIT NORTH),"65 AIRPORT BOULEVARD, #2-66, Singapore 819663",819663
WATSON'S PERSONAL CARE STORES PTE LTD (CHANGI AIRPORT TERMINAL 3 TRANSIT),"65 AIRPORT BOULEVARD, #2-29, Singapore 819663",819663
WATSON'S PERSONAL CARE STORES PTE LTD (CLEMENTI MALL),"3155 COMMONWEALTH AVENUE WEST, #B1-37/38/39, Singapore 129588",129588
WATSON'S PERSONAL CARE STORES PTE LTD (COMPASS ONE),"1 SENGKANG SQUARE, #2-9, Singapore 545078",545078
WATSON'S PERSONAL CARE STORES PTE LTD (GREAT WORLD CITY),"1 KIM SENG PROMENADE, #1-53A/54, Singapore 237994",237994
WATSON'S PERSONAL CARE STORES PTE LTD (HEARTBEAT@BEDOK),"11 BEDOK NORTH STREET 1, #1-08 TO 10, Singapore 469662",469662
WATSON'S PERSONAL CARE STORES PTE LTD (HOUGANG MALL),"90 HOUGANG AVENUE 10, #3-2, Singapore 538766",538766
WATSON'S PERSONAL CARE STORES PTE LTD (IMM),"2 JURONG EAST STREET 21, #1-54/55, Singapore 609601",609601
WATSON'S PERSONAL CARE STORES PTE LTD (INTERNATIONAL PLAZA),"10 ANSON ROAD, #1-62-67, Singapore 079903",079903
WATSON'S PERSONAL CARE STORES PTE LTD (JEM),"50 JURONG GATEWAY ROAD, #B1-7, Singapore 608549",608549
